#full_name,epoch_mjd,q,e,i,w,om,tp_cal,orbit_id,neo,M1,M2,diameter,extent,albedo,rot_per,per_y,moid,class,K1,K2
"     C/2007 D3 (LINEAR)",54430,5.208968458925939,.9920101645906669,45.9202194776224,309.0941374605891,148.4295593345311,20070527.7018490,"JPL 23",,9.2,12.1,,,,,16646.734172249,4.40288,COM,8.,5.
"     C/2007 E1 (Garradd)",54240,1.285862762568882,.9802176607285894,174.3939986156042,7.101904137775406,153.8265498688575,20070523.8305551,"JPL 32",,13.7,,,,,,524.063198450036,.297189,COM,10.,
"     C/2007 E2 (Lovejoy)",54235,1.092938803836017,.9991803423063073,95.88296486086807,340.533898322941,232.4318674419277,20070327.5011769,"JPL 48",,10.9,16.1,,,,,48691.5041684831,.112833,COM,17.,5.
"     C/2007 F1 (LONEOS)",54259,.4023739557141501,1.000085994656018,116.0820560803464,153.7109378265983,172.8866442298644,20071028.7603578,"JPL 22",,10.8,14.7,,,,,,.57041,HYP,11.,5.
"     C/2007 G1 (LINEAR)",54472,2.64618244368854,1.001484141497791,88.35869901249832,224.0218434992564,78.99208512284348,20081116.4294888,"JPL 99",,8.5,,,,,,,1.84286,HYP,8.,
"     C/2007 H2 (Skiff)",54214,1.410457315048366,.9716901175219284,52.19103063032247,319.3027012551166,203.7718277548188,20070217.0548589,"JPL 9",,15.9,19.1,,,,,351.674617560886,.53971,COM,17.,5.
"     C/2007 JA21 (LINEAR)",54359,5.368573175003998,1.001767491198619,89.8403800755961,93.72208623164263,65.52269194257843,20061114.5630894,"JPL 25",,9.2,12.0,,,,,,5.46172,HYP,8.,5.
"     C/2007 K1 (Lemmon)",54310,9.239054100365657,.9787968993482121,108.4325168652468,51.97574350677803,294.660221860439,20070507.7534704,"JPL 13",,8.6,11.0,,,,,9095.99902420371,8.54513,COM,7.,5.
"     P/2007 K2 (Gibbs)",54246,2.268554204184535,.6839804493496225,7.619740193418585,345.6769563259165,189.8537663420858,20070608.4365620,"JPL 6",,14.0,16.8,,,,,19.2336193349103,1.27427,JFc,10.,5.
"     C/2007 K3 (Siding Spring)",54502,2.05073609053518,1.001236258450477,16.30058230585945,23.59350641044736,263.2526897531247,20080421.7123138,"JPL 14",,13.7,,,,,,,1.04357,HYP,12.,
"     C/2007 K4 (Gibbs)",54263,3.527838477610001,1.002922519915798,98.62623169257543,162.4150513844793,68.51638321267835,20070503.7223747,"JPL 11",,11.9,14.7,,,,,,2.55041,HYP,10.,5.
"     C/2007 K5 (Lovejoy)",54266,1.149148670677048,.9766208669695965,64.88353133513537,255.5829815227559,193.7388759687059,20070501.9578486,"JPL 9",,12.0,16.8,,,,,344.6116280545,.59986,COM,10.,5.
"     C/2007 K6 (McNaught)",54293,3.43299103585435,.9846535094132141,105.0639406549444,337.1409123716168,298.075102401837,20070701.4792138,"JPL 11",,10.6,13.9,,,,,3345.82783884522,2.47651,COM,10.,5.
"     C/2007 M1 (McNaught)",54735,7.474648717760403,.9952219604258939,139.7214187695359,52.63189177441002,326.8086011588384,20080811.6767605,"JPL 35",,5.6,10.8,,,,,61875.6493008885,6.61293,COM,10.,5.
"     C/2007 M2 (Catalina)",54611,3.541049889563571,.9993393943782769,80.94565133479732,220.6688116053092,357.2828315801391,20081208.5641469,"JPL 36",,9.0,12.0,,,,,392457.716664457,2.7344,COM,9.,5.
"     C/2007 M3 (LINEAR)",54331,3.468759098687169,.979767653418359,161.7608555928724,125.7395336476357,41.62097453607408,20070904.6261169,"JPL 25",,9.9,12.4,,,,,2244.91565166287,2.4973,COM,9.,5.
"     C/2007 N3 (Lulin)",54806,1.212258368825713,.9999832595682161,178.3736106875807,136.8622575046398,338.53521460,20090110.6398287,"JPL 107",,9.7,,,,,,19487270.1344466,.211305,COM,7.,
"     C/2007 O1 (LINEAR)",54283,2.876714966278795,1.004832511708192,24.38138151248524,159.3984401089087,116.2336085501907,20070603.2854437,"JPL 15",,10.8,13.6,,,,,,1.87428,HYP,11.,5.
"     C/2007 P1 (McNaught)",54322,.5225476560508003,1.0,119.2127081416133,90.19858511622719,187.0873203389491,20070403.2093612,"JPL 4",,13.6,,,,,,,.0326191,PAR,10.,
"     C/2007 Q1 (Garradd)",54341,2.987924577539145,1.0,81.98039834755272,282.0993434979309,5.901864271252296,20061211.1565780,"JPL 5",,10.7,14.9,,,,,,3.01552,PAR,10.,5.
"     P/2007 Q2 (Gilmore)",54357,1.839016781276483,.6712303064945121,10.23844981230955,163.1502160140487,172.2489617968742,20070823.8808032,"JPL 11",,16.7,18.4,,,,,13.2296719544288,.83185,JFc,10.,5.
"     C/2007 Q3 (Siding Spring)",55065,2.251689421956088,1.000238170243923,65.65049174650157,2.092756908862635,149.4126758216975,20091007.2704864,"JPL 117",,7.2,,,,,,,1.26187,HYP,8.,
"     P/2007 R1 (Larson)",54440,4.351930567623135,.2776081420523336,7.87706634350229,175.0681361302503,181.6649145982371,20070823.1540347,"JPL 25",,9.4,13.3,,,,,14.7867208925545,3.34712,JFc,10.,5.
"     P/2007 R2 (Gibbs)",54378,1.465804008397721,.5737076704556389,1.433868570670884,353.0472284297767,8.822574300456898,20070826.6750153,"JPL 16",,16.5,19.5,,,,,6.37618313602343,.46263,JFc,17.,5.
"     P/2007 R3 (Gibbs)",54371,2.499858901016689,.4159769607489224,3.800986995742656,312.1806648870651,30.08338474978838,20070706.6270660,"JPL 13",,13.9,16.4,,,,,8.85597694144217,1.49357,JFc,10.,5.
"     P/2007 R4 (Garradd)",54393,1.921365148648987,.6714277317998577,20.22567720161739,282.8698488992855,87.50265276912332,20070927.2849264,"JPL 10",,14.7,17.7,,,,,14.1408887906117,1.0346,JFc,11.,5.
"     P/2007 S1 (Zhao)",54372,2.494390786272105,.3433861588491829,5.973081811906361,245.4258443052078,141.6189379193169,20071206.8411689,"JPL 9",,13.5,15.9,,,,,7.40440035380874,1.50561,JFc,10.,5.
"     C/2007 S2 (Lemmon)",54610,5.557930500570639,.5570560569859299,16.86304590728255,210.4704047068441,296.2531041445397,20080914.9082649,"JPL 45",,9.0,11.2,,,,,44.4482553425452,4.58398,JFc,8.,5.
"     C/2007 T1 (McNaught)",54435,.9685028082507204,.9997600611403082,117.6424375767904,233.7551244306898,111.4332956245383,20071212.5298540,"JPL 20",,11.1,15.2,,,,,256453.507312898,.173023,COM,16.,5.
"     P/2007 T2 (Kowalski)",54417,.6958627480050018,.7748340854540736,9.895275618794958,358.5515716051086,3.994965764768138,20070919.0211609,"JPL 17",Y,18.7,,,,,,5.43299883622786,.156276,JFc,15.,
"     P/2007 T4 (Gibbs)",54420,2.008827857297923,.6174199052757361,23.87145859457938,42.51735174583587,37.22715825345838,20070720.7179883,"JPL 8",,10.7,16.7,,,,,12.0320251263736,1.07931,JFc,18.,5.
"     C/2007 T5 (Gibbs)",54489,4.049254133682729,.9136242840667617,45.61520884286482,34.41655407304464,109.8430665744063,20080524.2372091,"JPL 33",,10.0,13.0,,,,,320.983910320532,3.14996,COM,9.,5.
"     P/2007 T6 (Catalina)",54452,2.23219871341729,.5028611749619009,22.15091578209085,335.8632526382441,102.6332785075591,20070819.6503525,"JPL 28",,9.6,15.2,,,,,9.51460931493978,1.26435,JFc,18.,5.
"     C/2007 U1 (LINEAR)",54711,3.329202043240262,1.001427626088888,157.7866392565201,.9270558420082171,50.04311488198944,20080807.0483418,"JPL 59",,10.5,,,,,,,2.33881,HYP,7.,
"     P/2007 V1 (Larson)",54431,2.676673935392678,.4611653309388188,10.78944517311796,51.45457848273213,8.186533869266382,20071208.5200283,"JPL 16",,13.1,15.5,,,,,11.0717969102821,1.70482,JFc,10.,5.
"     P/2007 V2 (Hill)",54423,2.774880759556198,.3178976401449765,2.470891630241934,278.509673711798,99.86470218080072,20070730.8389985,"JPL 8",,9.3,16.3,,,,,8.20541144135735,1.77769,JFc,20.,5.
"     P/2007 VQ11 (CATALINA)",54483,2.693364084854584,.5022748249377793,12.32464692742747,277.724671024565,164.0539374125585,20080213.7924780,"JPL 9",,12.5,15.5,,,,,12.5882797935718,1.74365,JFc,10.,5.
"     C/2007 VO53 (Spacewatch)",55071,4.842732120783912,.9996028729186953,86.99476437450332,75.01993307927117,59.74437449503484,20100426.4306217,"JPL 78",,7.1,11.1,,,,,1346634.1257655,4.49902,COM,10.,5.
"     C/2007 W1 (Boattini)",54612,.8497119107994742,1.000191841611794,9.889868093013884,306.5474666634279,334.5298113113664,20080624.8905024,"JPL 61",,12.0,16.9,,,,,,.017834,HYP,15.,5.
"     C/2007 W3 (LINEAR)",54522,1.776637754188102,1.000164855905768,78.67356631401962,112.6256205203484,73.06947319604346,20080602.7952129,"JPL 23",,12.4,16.0,,,,,,1.19703,HYP,12.,5.
"     C/2007 Y1 (LINEAR)",54494,3.340911331526399,1.000742748961772,110.1787084695232,357.1324452662269,133.0916212963411,20080319.3539967,"JPL 16",,10.6,13.4,,,,,,2.3562,HYP,10.,5.
"     C/2007 Y2 (McNaught)",54535,4.208957141709142,.9965231818915697,98.50320678323024,257.6868209789627,303.4620313701698,20080408.3999577,"JPL 14",,9.2,12.9,,,,,42120.8378229647,3.88386,COM,10.,5.
"     C/2008 A1 (McNaught)",54733,1.073143813850634,1.000526507505078,82.54904699541848,348.473439734834,277.8820578172979,20080929.1244878,"JPL 75",,8.1,12.1,,,,,,.0671382,HYP,10.,5.
"     C/2008 C1 (Chen-Gao)",54530,1.262343368866691,.9999875787277857,61.78448722306108,180.9286376220151,307.7824714298148,20080416.8514018,"JPL 20",,11.7,15.5,,,,,32398532.3760615,.277579,COM,17.,5.
"     P/2008 CL94 (Lemmon)",54769,5.4337466164619,.1194139539795052,8.34819068278173,82.05485775188906,33.4617223856926,20060630.7622226,"JPL 7",,8.5,13.0,,,,,15.3284971532505,4.46196,JFc,10.,5.
"     C/2008 D1 (STEREO)",54513.,0.0052,1.0,140.28,99.09,15.82,20080217.7600000,SAO_2008,,,,,,,,,,PAR,,
"     C/2008 D2 (STEREO)",54516.,0.0051,1.0,143.49,90.43,11.17,20080220.5100000,SAO_2008,,,,,,,,,,PAR,,
"     C/2008 D3 (STEREO)",54518.,0.00528,1.0,143.994,78.905,358.785,20080222.3980000,SAO_2008,,,,,,,,,,PAR,,
"     C/2008 D4 (STEREO)",54517.,0.0049,1.0,145.98,77.24,15.67,20080221.7900000,SAO_2008,,,,,,,,,,PAR,,
"     C/2008 E1 (Catalina)",54814,4.828906586929619,.5481507124931009,35.03769409235052,269.9886518192592,189.0223476016046,20080811.8417168,"JPL 30",,9.1,11.8,,,,,34.9374340897504,4.06322,JFc,8.,5.
"     C/2008 E3 (Garradd)",54687,5.531030786144045,.9985205316521539,105.0765273661901,218.0942876515548,105.6749493385166,20080802.2214746,"JPL 19",,5.1,11.3,,,,,228590.826918959,4.69029,COM,12.,5.
"     C/2008 E5 (STEREO)",54531.,0.0051,1.0,144.84,89.02,7.48,20080306.8100000,SAO_2008,,,,,,,,,,PAR,,
"     C/2008 E6 (STEREO)",54541.,0.0051,1.0,143.75,74.07,356.83,20080316.2200000,SAO_2008,,,,,,,,,,PAR,,
"     C/2008 FK75 (Lemmon-Siding Spring)",55399,4.510894218101279,1.00270069730502,61.17552864116551,80.41509594253829,218.2662569626132,20100929.2117841,"JPL 165",,7.7,10.4,,,,,,4.05616,HYP,8.,5.
"     C/2008 G1 (Gibbs)",54594,3.989840831365611,.9890754766884726,72.85630566771123,63.70340780000432,215.9165058208027,20090111.9888457,"JPL 15",,10.5,13.1,,,,,6979.71700601249,3.41988,COM,9.,5.
"     C/2008 H1 (LINEAR)",54602,2.760260769631097,.9465134367722432,75.49198856318348,96.04237028860688,34.63097373945036,20080316.4195877,"JPL 15",,10.4,14.1,,,,,370.737341990063,2.45327,COM,11.,5.
"     C/2008 J1 (Boattini)",54681,1.724293402765956,.9896168954220333,61.78002374703479,68.1226707337546,273.4196944909856,20080713.2615466,"JPL 48",,8.8,13.7,,,,,2140.10021079001,1.10982,COM,17.,5.
"     P/2008 J3 (McNaught)",54781,2.287124870000247,.4125480458453502,25.39754960341866,4.397034680459674,9.857453821448303,20090310.6898343,"JPL 34",,11.0,15.0,,,,,7.6821801556576,1.28779,JFc,12.,5.
"     C/2008 J4 (McNaught)",54603,.4528349181010893,1.027905959863435,87.36959154056582,92.17694476619953,289.6895429248742,20080619.1069289,"JPL 7",,16.4,18.1,,,,,,.0416594,HYP,13.,5.
"     C/2008 J5 (Garradd)",54641,1.963838387184311,.9728758694809303,93.27057409763721,313.3761858460254,287.0757043393569,20080401.0737640,"JPL 13",,10.6,15.9,,,,,616.074284633652,1.16513,COM,17.,5.
"     C/2008 J6 (Hill)",54654,2.003508521669148,1.002136257924619,44.98836745611487,10.70006792799449,298.1793239506488,20080410.9364374,"JPL 27",,10.7,15.2,,,,,,.996589,HYP,12.,5.
"     P/2008 L2 (Hill)",54736,2.317377938183669,.6138147332698602,25.86061879702947,141.3166581416545,217.9840087281293,20080818.6007321,"JPL 36",,10.4,14.4,,,,,14.6997501371418,1.36855,JFc,15.,5.
"     C/2008 L3 (Hill)",54643,2.011280336434143,.993850576259694,100.2006521700658,101.8167998832838,24.1852442579937,20080422.4192777,"JPL 8",,10.6,17.0,,,,,5915.14620492478,1.59917,COM,21.,5.
"     C/2008 N1 (Holmes)",55003,2.783511728756625,.9971395888485405,115.521003784618,100.8133804287391,357.4722037552977,20090925.8790216,"JPL 83",,9.9,13.0,,,,,30356.7372708902,2.35099,COM,10.,5.
"     P/2008 O2 (McNaught)",54790,3.803939507614281,.1543834216942035,9.516794015783621,27.36553425593202,325.8576225333451,20090420.8677725,"JPL 29",,10.2,13.1,,,,,9.54109833839603,2.80179,JFc,10.,5.
"     P/2008 O3 (Boattini)",54706,2.49727123066887,.6949484948780041,32.26990124859417,340.9837262218882,47.57267458548817,20080603.0834609,"JPL 9",,5.3,16.0,,,,,23.4232425203658,1.52095,JFc,29.,5.
"     C/2008 P1 (Garradd)",55068,3.896111383605721,1.001678931029631,64.31031685535827,11.86544312504126,357.6769976132617,20090722.9526278,"JPL 67",,8.9,11.7,,,,,,2.9079,HYP,8.,5.
"     C/2008 Q1 (Maticic)",54840,2.959142571483687,.9950151295950933,118.6266193634126,104.4808389214998,9.307700493533341,20081230.1335561,"JPL 48",,9.8,13.1,,,,,14463.5942184209,2.46043,COM,10.,5.
"     C/2008 Q3 (Garradd)",55071,1.798229064557068,.9997985410653186,140.70663325,340.8552811513204,219.7339988471302,20090623.0932001,"JPL 57",,6.1,12.8,,,,,843326.838782386,.813842,COM,17.,5.
"     P/2008 QP20 (LINEAR-Hill)",54778,1.723132640803779,.5063144157253593,7.749718398753028,72.04034716655912,325.1517558469835,20081102.7002670,"JPL 28",,13.9,17.2,,,,,6.52094590099347,.748516,JFc,17.,5.
"     C/2008 R3 (LINEAR)",54771,1.909034581119727,.8964068918001162,43.23793425815202,84.1608941723846,270.5524648286377,20081122.4933976,"JPL 30",,13.5,,,,,,79.1102213678512,1.31945,HTC,8.,
"     P/2008 S1 (McNaught)",54737,1.190239326506998,.6664314917245078,15.10168964854761,203.631090191851,111.3902137586758,20081001.8296340,"JPL 11",Y,16.7,19.0,,,,,6.74034430698757,.193525,JFc,10.,5.
"     C/2008 S3 (Boattini)",55664,8.017931390367481,1.001080998497287,162.7026308700401,39.93459929542307,54.93760946131635,20110606.9742423,"JPL 140",,7.4,9.2,,,,,,7.04051,HYP,7.,5.
"     P/2008 T1 (Boattini)",56326,3.056968590669269,.2793338148184269,2.079151970772579,36.10900974742646,291.747859050211,20161119.2229088,"JPL 16",,7.9,14.6,,,,,8.73662007003326,2.04576,JFc,18.,5.
"     C/2008 T2 (Cardinal)",54870,1.202207226650864,1.00010925562182,56.30368313930325,215.8711895701399,309.6785252673458,20090613.2395680,"JPL 49",,9.1,13.2,,,,,,.317515,HYP,10.,5.
"     P/2008 T4 (Hill)",54788,2.511739273653077,.4351695373854378,6.326522174798087,1.266856042031631,44.68384784475904,20081223.9796604,"JPL 19",,13.1,15.4,,,,,9.37762517462669,1.52094,JFc,10.,5.
"     P/2008 WZ96 (LINEAR)",54841,1.646238432887661,.5095645495704676,6.957859601351547,337.6226821845488,59.1116437084052,20090123.9143924,"JPL 8",,15.2,16.9,,,,,6.14999162622968,.656375,JFc,10.,5.
"     C/2008 X3 (LINEAR)",54838,1.902125791453888,.9565415549715973,66.47506855705865,140.8020109307673,337.7510837183456,20081010.5881638,"JPL 14",,11.8,16.4,,,,,289.571475709672,1.05373,COM,16.,5.
"     P/2008 Y1 (Boattini)",54846,1.271979540225459,.734881759064938,8.805148714792844,162.3648341042717,259.7096838406745,20090225.0966182,"JPL 13",Y,13.6,17.7,,,,,10.5091835315143,.289617,JFc,22.,5.
"     P/2008 Y2 (Gibbs)",54873,1.638469642179166,.5436621498332735,7.27531698612236,162.3372951936508,330.8935099185687,20090122.4006360,"JPL 23",,14.2,17.8,,,,,6.8035575509455,.654503,JFc,20.,5.
"     P/2008 Y3 (McNaught)",54882,4.434240936244475,.4476584684361328,38.81317663371519,238.2790771198557,262.9341040005555,20090111.9627659,"JPL 19",,8.7,12.5,,,,,22.7470762273062,3.61445,JFc,10.,5.
"     P/2009 B1 (Boattini)",54861,2.426592817026733,.6371907561376727,22.22848526222216,128.5939504781533,297.4382688260932,20090206.2007923,"JPL 10",,13.2,16.0,,,,,17.2976078949181,1.50594,JFc,10.,5.
"     C/2009 B2 (LINEAR)",54901,2.327615529217351,.944303776369533,156.8729976057147,192.4959761357155,18.81467649044399,20090307.3935066,"JPL 19",,13.0,15.6,,,,,270.16957943366,1.33396,COM,10.,5.
"     C/2009 E1 (Itagaki)",54950,.5997215250653719,.9850730694214023,127.4534004104854,48.95522285460488,105.9619994766535,20090407.9203429,"JPL 29",,13.5,17.0,,,,,254.669471942466,.229934,COM,16.,5.
"     C/2009 F1 (Larson)",54916,1.83068736115059,.9827361998744272,171.3754974633105,219.5817671848596,357.9494046919338,20090625.8859430,"JPL 10",,15.1,17.5,,,,,1092.00563197254,.853221,COM,11.,5.
"     C/2009 F2 (McNaught)",55385,5.875027311213296,.9830270582313303,59.36693628755399,336.3445849197566,214.0553235077692,20091114.1126002,"JPL 44",,4.9,10.7,,,,,6440.02206258395,4.92911,COM,12.,5.
"     C/2009 F4 (McNaught)",55833,5.454877053057809,1.001865442200294,79.34717540107684,260.3805586539878,53.58291278185511,20111231.8595338,"JPL 157",,4.1,8.6,,,,,,5.16866,HYP,9.,5.
"     C/2009 F5 (McNaught)",54958,2.24534077414159,.971997458525133,84.99049126535363,297.3669676231787,219.0641275799134,20081104.8269475,"JPL 24",,10.2,13.3,,,,,718.018150953273,1.63955,COM,10.,5.
"     C/2009 F6 (Yi-SWAN)",54972,1.27415899983593,.997512330328695,85.76480576086456,129.7722945374815,278.6790016737545,20090507.4335868,"JPL 28",,9.7,13.2,,,,,11591.8986219507,.504959,COM,13.,5.
"     C/2009 G1 (STEREO)",54959,1.129332670375124,1.0,108.3155818996963,175.5270429434973,120.6578621501705,20090416.5758250,"JPL 8",,8.6,13.6,,,,,,.115819,PAR,23.,5.
"     P/2009 K1 (Gibbs)",55011,1.322948583993847,.6397075026628116,5.746527493270266,27.063673719088,172.7924256369106,20090625.9162041,"JPL 14",,15.7,,,,,,7.03622669331732,.324964,JFc,17.,
"     C/2009 K2 (Catalina)",55058,3.246172804788022,.997775934135385,66.82192095216585,147.6935879257031,123.8055110402264,20100207.4855272,"JPL 36",,11.8,,,,,,55762.7506137723,2.34059,COM,7.,
"     C/2009 K3 (Beshore)",54978,2.866717094449721,1.0,144.3990834080694,268.4479107350868,.7320709420352063,20101216.9678912,"JPL 4",,9.0,,,,,,,2.14354,PAR,10.,
"     C/2009 K4 (Gibbs)",54991,1.548924490664919,.9627547942753083,34.82477846631517,127.4716939915561,30.12412033487411,20090619.3853899,"JPL 9",,13.8,15.9,,,,,268.193350581903,.711946,COM,10.,5.
"     C/2009 K5 (McNaught)",55390,1.422401126705972,1.000839370295265,103.8793996583015,66.17417335924007,257.8563216054333,20100430.0245579,"JPL 78",,11.1,,,,,,,.798213,HYP,7.,
"     P/2009 L2 (Yang-Gao)",55023,1.296125756180742,.6209298158612659,16.15851412674687,346.9543180191831,259.3047567634068,20090521.7546389,"JPL 20",Y,15.7,,,,,,6.32265484464062,.287493,JFc,12.,
"     C/2009 O2 (Catalina)",55134,.6955492968441602,.9975008681159392,107.9605166770692,133.3969502817701,310.2321067002862,20100324.4146254,"JPL 22",,12.3,14.6,,,,,4643.18847922894,.146481,COM,15.,5.
"     P/2009 O3 (Hill)",55082,2.44998617643116,.6868773563570231,16.21756142595798,154.5525410318214,183.7638984049256,20090518.6051171,"JPL 23",,12.0,15.1,,,,,21.8867834345528,1.45257,JFc,12.,5.
"     C/2009 O4 (Hill)",55077,2.563796078911427,1.001344383345154,95.8233872465357,223.7316360420604,172.9365393439154,20100101.2754126,"JPL 26",,4.9,12.9,,,,,,1.7643,HYP,21.,5.
"     C/2009 P1 (Garradd)",56799,1.551260739585501,1.000246788132046,106.1681444598937,90.72354624892876,325.9965918283905,20111223.2596407,"JPL 82",,7.2,9.9,,,,,,1.25504,HYP,8.,5.
"     C/2009 P2 (Boattini)",55176,6.543979070746569,1.001520797473718,163.4528481679468,76.03039463036147,60.36403544772519,20100210.4977662,"JPL 40",,8.5,11.2,,,,,,5.58243,HYP,8.,5.
"     P/2009 Q1 (Hill)",55086,2.789894347517774,.496510336819382,14.44327839374892,157.9082665675369,174.0842308025026,20090704.0326808,"JPL 10",,12.9,15.4,,,,,13.0437960481229,1.78605,JFc,10.,5.
"     P/2009 Q4 (Boattini)",55178,1.320873425918401,.5791972224164338,10.96932000402221,320.0111548062495,127.6729155242732,20091119.9214000,"JPL 41",,15.5,,,,,,5.56137409891872,.360891,JFc,11.,
"     P/2009 Q5 (McNaught)",55112,2.918507832563233,.6090609774943676,40.90482250601967,209.2740268800008,160.1398711008893,20090908.5732847,"JPL 26",,10.5,13.6,,,,,20.3979237005696,1.96616,JFc,10.,5.
"     C/2009 R1 (McNaught)",55299,.4050836498645098,1.000406751994624,77.03083803769042,130.6936771145205,322.622710199475,20100702.6782880,"JPL 28",,9.8,,,,,,,.446111,HYP,7.,
"     P/2009 S2 (McNaught)",55084,2.203640518667573,.4703388043747543,28.44886000214533,230.3754366650767,121.6125025002459,20090623.6371986,"JPL 8",,13.3,16.7,,,,,8.48637251053501,1.28697,JFc,12.,5.
"     C/2009 S3 (Lemmon)",55886,6.474515444526291,1.001417407904047,60.38462816684519,129.7599256898734,225.1324978111661,20111211.2393544,"JPL 61",,8.7,11.0,,,,,,5.72603,HYP,8.,5.
"     P/2009 SK280 (Spacewatch-Hill)",55184,4.19936073426338,.1205785866433164,16.8061519739536,328.4262425261875,36.4113499643703,20090525.5671850,"JPL 12",,6.1,14.7,,,,,10.4348791227125,3.21076,JFc,18.,5.
"     C/2009 T1 (McNaught)",55286,6.220412949471067,.9983097163958276,89.89396134600784,282.5290938085489,54.40732807362622,20091008.2537683,"JPL 27",,8.5,11.2,,,,,223253.182872709,6.3753,COM,7.,5.
"     P/2009 T2 (La Sagra)",55152,1.754750119645731,.7689912314809478,28.10638887676225,215.470859025233,215.9856266768863,20100112.8414081,"JPL 26",,14.2,,,,,,20.9357452886502,.821611,JFc,9.,
"     C/2009 T3 (LINEAR)",55167,2.281140421147429,.9994695738467504,148.7418287830549,32.4478369810578,60.09301808676499,20100112.0566886,"JPL 23",,13.5,15.4,,,,,282032.29312917,1.34008,COM,9.,5.
"     C/2009 U1 (Garradd)",55123,5.457200476827325,1.0,91.28165187757223,271.1901554883059,43.32692129372599,20081023.4081701,"JPL 3",,7.8,11.9,,,,,,5.34848,PAR,10.,5.
"     C/2009 U3 (Hill)",55197,1.414424149568788,.9915750406777628,51.26076679677453,77.70142478630336,49.32288704174044,20100320.2547750,"JPL 35",,12.6,16.6,,,,,2175.33414828302,.867814,COM,15.,5.
"     P/2009 U4 (McNaught)",55144,1.649362701737573,.6761538728193216,10.0939387411133,259.9325633598295,55.68409536089575,20090909.1259536,"JPL 10",,12.7,17.1,,,,,11.4940847384645,.673803,JFc,17.,5.
"     C/2009 U5 (Grauer)",55228,6.094237901122262,.9994250116148633,25.47262666521365,23.81373089836404,121.1740842987545,20100622.4955687,"JPL 25",,9.1,11.3,,,,,1091185.78570068,5.12418,JFc,8.,5.
"     C/2009 UG89 (Lemmon)",55499,3.931171058680516,1.00796007548076,130.0998283948903,60.6513484368345,321.0070689660461,20101216.2622116,"JPL 55",,5.0,12.0,,,,,,3.19625,HYP,16.,5.
"     C/2009 W2 (Boattini)",55176,6.907131239179837,.9995553292212377,164.4905262294449,121.3259483868468,199.5800259866544,20100501.6710816,"JPL 12",,6.9,11.7,,,,,1935962.21881556,5.9522,COM,10.,5.
"     P/2009 WX51 (Catalina)",55175,.7999555439199703,.7402970340549665,9.592585691319904,118.0163889372996,31.7582673547159,20100131.0752310,"JPL 19",Y,20.6,,,,,,5.40619388262902,.00922745,JFc,10.,
"     C/2009 Y1 (Catalina)",55589,2.520494483877109,.9932854416741725,107.3165980658915,127.3912643099626,160.2770065368889,20110128.9015879,"JPL 81",,6.5,11.5,,,,,7272.95085982382,1.79646,COM,14.,5.
"     P/2009 Y2 (Kowalski)",55207,2.33919098022704,.6405193553327783,29.92960743900335,171.9619107377653,262.1265408109255,20100330.6936877,"JPL 15",,6.1,15.9,,,,,16.599440710675,1.35714,JFc,29.,5.
"     P/2010 A1 (Hill)",55222,1.949954999896997,.554371437413074,10.33442863778841,13.11117629718852,47.41358622043702,20090806.8422636,"JPL 14",,7.8,16.4,,,,,9.15346566978897,.963568,JFc,25.,5.
"     P/2010 A2 (LINEAR)",55482,2.005124969504005,.124568383678053,5.25425213134787,133.0498046337918,320.2838835527604,20091204.2612614,"JPL 24",,15.5,,,,,,3.46646667427248,1.02585,ETc,10.,
"     P/2010 A3 (Hill)",55254,1.6218278227407,.7322284822953157,15.02825207664723,41.2818470217938,64.82909441640173,20100403.6811161,"JPL 27",,6.5,16.0,,,,,14.9062620525624,.669989,JFc,38.,5.
"     C/2010 A4 (Siding Spring)",55313,2.737998723235304,.9906375583978952,96.7301548304669,271.6850345624431,346.6855205036427,20101008.7394236,"JPL 20",,7.4,13.5,,,,,5001.20183041116,2.53116,COM,15.,5.
"     P/2010 A5 (LINEAR)",55296,1.71204452880309,.6643119995773116,5.784375932911736,306.7062511967295,277.9414067500691,20100419.3158406,"JPL 33",,14.8,,,,,,11.5179996427854,.710696,JFc,7.,
"     C/2010 B1 (Cardinal)",55492,2.94149004135881,.9989966127114903,101.9777659144157,211.5197436303228,277.2139128929928,20110207.0591259,"JPL 66",,10.0,11.8,,,,,158729.037795657,2.06635,COM,7.,5.
"     P/2010 B2 (WISE)",55251,1.616456343243909,.480311218088897,8.931634458197232,156.0447233229981,.8736290310951919,20091221.9085532,"JPL 8",,16.1,19.1,,,,,5.48578975050244,.630343,ETc,16.,5.
"     P/2010 C1 (Scotti)",55264,5.234904309383212,.2591087973064449,9.142473716035386,3.665885448096891,142.0341403515837,20091201.6119075,"JPL 13",,5.7,13.5,,,,,18.7819061636155,4.2474,JFc,16.,5.
"     P/2010 D1 (WISE)",55210,2.669142816987333,.3565642183023162,9.647093905369232,225.9328872037493,160.9001982740363,20090625.7078601,"JPL 4",,14.1,,,,,,8.44905442399106,1.68294,JFc,10.,
"     P/2010 D2 (WISE)",55440,3.659018943863107,.4530139631958972,57.17704349090177,120.0658080832788,319.8358327251989,20100305.1472678,"JPL 12",,11.1,14.6,,,,,17.3017817421108,2.9446,JFC,10.,5.
